nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
"Juan Hernández Laureano",23471663,8,juan2578@outluc.ceele,Juanlaureano,kv1jsinmUvzdCG7S,"+56 9 8656 4375",6646,69163,Vacaciones,576946,2025/06/24,99000,3,"Mail Invalido!"
"Tomás Tirado Cabán",,1,tomOes7016@viajesanma.com,Tomáscabán,,"+56 9 7433 0428",8478,70768,Aniversario,,2025/01/16,,,"Campo vacio"
"Sr. Rubén Bustos Mojica",18.078.160,9,srrubumo@viajesanma.ceele,srrubumo,wZO44BiU,"+56 2 5477 5303",3696,71888,"Salida con Familia",576980,2026-06-14,1379000,7,"Mail Invalido!"
"Claudia Ceja Medina",5992927,5,Claudiamedina@outluc.ceele,Claudiamedina,2z6aVYYtn,"+56 9 2864 8074",7756,68997,"Salida con Familia",577009,2026-01-04,2268000,7,"Mail Invalido!"
"María José Alanis Páez",,7,MarOAapOeez@viajesanma.com,,,+56-2-7176-3348,9978,,,577023,2025/06/08,402000,3,"Campo vacio"
"Sra. Virginia Partida Tijerina",29371061,9,sra.1916@marmol.com,,5eJhsR4XG,,5836,,"Salida con Familia",577039,2025/04/27,,,"Campo vacio"
"Agustín Flores Rosales",7086077,5,AgustOAnrosales@edubus.ceele,agflro,eU5TlAkkncxH5gsu,"+56 9 8723 4960",5737,61805,"Salida con Amigos",577075,2025-01-11,395000,5,"Mail Invalido!"
"Víctor Elizondo Saucedo",9.028.803,2,vOAelsa@tourket.ceele,Víctorsaucedo,zew5xOdAi7ah,"+56 9 7043 0873",3374,69165,Aniversario,577101,2025-04-15,139000,1,"Mail Invalido!"
"Lucas Méndez Saucedo",19604669,0,lumOosa@@marmol.com,Lucassaucedo,UKIaT7quXm,"+56 9 6323 7451",3139,70850,Vacaciones,577105,2026-03-11,1960000,10,"Mail Invalido!"
"Sta. Jorge Carrera Gurule",2.557.909,7,Sta.gurule@@outluc.com,stjocagu,6Pc9PlBbsEB,"+56 9 0943 7656",4727,68307,"Salida con Familia",577112,2025-02-07,903000,7,"Mail Invalido!"
"Ignacio Olivares Rivas",14399092,3,ignacio9588@@viajesanma.com,Ignaciorivas,Ck1zlUV7N,"+56 2 4479 4492",2586,61534,Vacaciones,577116,2025-09-12,2450000,10,"Mail Invalido!"
"Ariadna Báez Rodríguez",13174279,7,,,yPWx5UeNis8,,4016,70906,Vacaciones,,2025-04-11,,10,"Campo vacio"
"Miguel Acevedo Irizarry",1976740,0,Miguelirizarry@@wass.com,Miguelirizarry,2z0FESgIi,"+56 2 3523 2661",5261,65730,"Salida con Familia",577142,2025/05/23,-927000,9,"Mail Invalido!"
"Sr. Hernán Valenzuela Solorzano",23940862,1,Sr.solorzano@@marmol.com,sr.5643,BxaW5mD7x36y,"+56 2 4809 1069",2508,63047,Vacaciones,577143,2025-05-02,1264000,8,"Mail Invalido!"
"Sr. Hernán Valenzuela Solorzano",23.940.862,1,Sr.solorzano@marmol.ceele,sr.5643,BxaW5mD7x36y,+56-2-4809-1069,2508,63047,Vacaciones,577144,2025/01/19,840000,8,"Mail Invalido!"
"Hernán Ornelas Solís",6.215.999,5,heorso@viajesanma.com,hernán4454,2Gj6r8NkYCKmV8c,,2728,62696,"Salida con Amigos",,,,,"Campo vacio"
"Sara Camarillo Meléndez",10.777.685,0,sacame@@tourket.com,sara8069,jjsNGIlE3m,"+56 9 6401 9217",9619,66857,"Salida con Familia",577191,2025/11/06,2312000,8,"Mail Invalido!"
"Micaela Muro Solorio",16.526.551,3,Micaelasolorio@tourket.com,mimuso,7qz7fUzf6N6V7sB,,,67239,,,2025-01-30,,9,"Campo vacio"
"Gilberto Flórez de Jesús",23533346,,,,VsmzmnsuHPk8gE,,9166,70552,"Salida con Familia",,2025-04-03,166000,2,"Campo vacio"
"Ana María Véliz Vallejo",1287926,,ana3723@tourket.ceele,Anavallejo,,,8135,67421,,577240,,2760000,10,"Campo vacio"
"Sta. Tomás Valdivia Espinoza",12662368,2,,sta.8938,Gml8mT05dpeZX7,"+56 2 0192 7019",2360,63316,,577266,,,,"Campo vacio"
"Sta. Tomás Valdivia Espinoza",12662368,2,Sta.espinoza@wass.ceele,sta.8938,Gml8mT05dpeZX7,"+56 2 0192 7019",2360,63316,"Cena de Trabajo",577275,2025-04-25,95000,1,"Mail Invalido!"
,,0,mamaca@viajesanma.ceele,Marcoscadena,E6bHrYd1r8,"+56 9 8761 3498",,63215,"Salida con Familia",577282,,,6,"Campo vacio"
"Lourdes Rangel Sanches",499944,4,Lourdessanches@viajesanma.ceele,lourdes2235,EvPqBVBRZb2cA95,"+56 9 8319 9659",3985,70609,Vacaciones,577285,2025-01-16,1250000,10,"Mail Invalido!"
"Conchita Reyes Nava",23326433,4,corena@viajesanma.ceele,corena,5rNo7b8EyGY,+56-9-9374-0827,3131,70673,Vacaciones,577290,2025-04-07,489000,3,"Mail Invalido!"
,28197202,2,,,,"+56 2 3141 0986",4836,66430,"Salida con Amigos",,2026-05-10,2142000,9,"Campo vacio"
"María Soledad Casares Bustamante",3272869,3,MarOAabustamante@@wass.com,Maríabustamante,mf1CMoeEpNjGr5sw,"+56 9 7475 2654",779,62853,"Salida con Familia",577311,2025-02-15,456000,4,"Mail Invalido!"
"Armando Ortega Delafuente",5655438,6,Armandodelafuente@wass.ceele,Armandodelafuente,3rKzRolhKdV,"+56 2 8139 9004",2657,67417,Aniversario,577312,2026-05-20,-630000,6,"Mail Invalido!"
,17.391.093,2,sra.8788@edubus.cal,,ti1k7S6q3W6CZYje,"+56 9 1561 8809",,69020,"Salida con Amigos",,2025/02/26,684000,,"Campo vacio"
"Sta. Juan Carlos Hernández Zavala",21.040.499,6,Sta.zavala@@viajesanma.com,stjucaheza,tG4bBhis28X,"+56 2 1005 3942",2091,66454,"Cena de Trabajo",577363,2025-10-19,2814000,7,"Mail Invalido!"
"Sta. Fernando Leal Delgado",14518043,0,stfelede@wass.ceele,sta.799,gWlUh76Rv4W8T9R,"+56 9 9650 4439",3740,72145,"Salida con Familia",577367,2026-07-02,240000,3,"Mail Invalido!"
"Sra. Florencia Sevilla Páez",20170515,0,Sra.pOeez@tourket.ceele,sra.2596,NVh53csj,"+56 2 4227 2072",8808,71752,Aniversario,577374,2025-12-10,1284000,6,"Mail Invalido!"
"Cristian Arenas Serrano",11.885.793,3,crarse@outluc.ceele,crarse,TU4qm2zWC9fwx,+56-9-5979-2660,3115,71520,"Cena de Trabajo",577380,2025/03/21,456000,4,"Mail Invalido!"
,,0,blanca8628@@outluc.com,Blancasoria,xLe6Ak4bUoGv4,"+56 2 6662 9030",8042,,,577410,2025-03-21,,8,"Campo vacio"
"Mario Alfaro Nazario",6647005,9,mario3942@outluc.ceele,maalna,yCXFRfJpWC2b,"+56 2 7737 0169",5606,72091,"Salida con Amigos",577412,2025-01-09,62000,2,"Mail Invalido!"
"Sr. Diego Gamboa Tello",7528929,4,sr.6739@wass.ceele,srdigate,FCEAj7tcjcfeW,"+56 9 3360 6495",9858,67674,"Salida con Amigos",577443,2025-02-22,-452000,4,"Mail Invalido!"
"Sr. Teodoro Angulo Lugo",10123372,3,Sr.lugo@wass.ceele,sr.9055,g2LkE4pc,"+56 9 1066 6448",5800,61275,Aniversario,577446,2025-09-12,1540000,7,"Mail Invalido!"
"Mariano Segura Guzmán",22.678.086,6,mariano7686@wass.ceele,Marianoguzmán,rmeHmH8S4sk6X,"+56 2 2134 3169",9430,63563,Vacaciones,577465,2025-02-21,258000,6,"Mail Invalido!"
"Sancho Lucio Carreón",16348606,7,sancho6764@outluc.ceele,sancho1057,dv6KHKxvInq,"+56 2 3360 2032",7040,63846,"Cena de Trabajo",577470,2026-03-10,1832000,4,"Mail Invalido!"
"Jacobo Gutiérrez Henríquez",18125958,2,jacobo286@viajesanma.ceele,jacobo5988,cP3HJq4VM,"+56 2 0227 7025",8864,69199,"Salida con Familia",577476,2025-06-21,257000,1,"Mail Invalido!"
"Clemente Pacheco Bétancourt",20.850.688,9,clemente1416@tourket.ceele,clpabé,RHZm4CIGaDNtoKgY,"+56 9 8249 7500",1787,65389,"Cena de Trabajo",577480,2025-08-26,-987000,7,"Mail Invalido!"
"Armando Valdés Alemán",28.710.401,4,ArmandoalemOen@edubus.ceele,Armandoalemán,u9upL21csF00Jyue,"+56 9 0071 9801",4811,68651,Vacaciones,577488,2025-07-26,1300000,10,"Mail Invalido!"
"Armando Valdés Alemán",28710401,4,ArmandoalemOen@@edubus.cal,Armandoalemán,u9upL21csF00Jyue,+56-9-0071-9801,4811,68651,Vacaciones,577489,2025-10-06,1780000,10,"Mail Invalido!"
,18130850,8,Alfonsomoya@marmol.ceele,Alfonsomoya,,"+56 2 8302 9012",,,Vacaciones,577490,2025-02-19,,8,"Campo vacio"
"Alfonso Blanco Moya",18130850,8,Alfonsomoya@marmol.ceele,Alfonsomoya,ljjf7Q8Os3QZv,"+56 2 8302 9012",8023,72092,Vacaciones,577491,2025-10-11,-1088000,8,"Mail Invalido!"
"Sr. Sara Luevano Pérez",8.256.197,8,srsalupOo@wass.ceele,srsalupé,508Rae7Mr4B,"+56 2 6561 8873",4332,61660,"Cena de Trabajo",577528,2025-07-26,-169000,1,"Mail Invalido!"
"Horacio Campos Báez",29365313,,hocabOe@edubus.ceele,,8IlaTUBn7F,"+56 2 1088 8597",,68351,,,2025-02-03,500000,5,"Campo vacio"
"Roberto Rosales Mojica",,1,Robertomojica@viajesanma.ceele,,xvfyYg7FlptpYSj7,"+56 9 5161 2890",,,,577543,2025-03-01,1940000,4,"Campo vacio"
"Sta. Josefina Martínez Figueroa",12397787,4,Sta.figueroa@outluc.com,stjomafi,yGBGg97O6,,,,,577552,,360000,5,"Campo vacio"
"Sta. Josefina Martínez Figueroa",,4,,stjomafi,yGBGg97O6,"+56 9 0004 2956",,,Vacaciones,,2026-03-03,920000,5,"Campo vacio"
,1087923,0,,,60uyKBIo,,2947,71416,,577561,2026-03-01,308000,7,"Campo vacio"
,21.314.566,5,tomebe@edubus.ceele,Tomásberríos,,"+56 2 3648 5602",7762,,,577565,2025/12/19,650000,,"Campo vacio"
"Norma Salcedo Ortiz",27770834,5,Normaortiz@outluc.com,norma1959,,,835,67475,,577573,,53000,,"Campo vacio"
"Sta. Enrique Romero Guevara",10.428.091,9,Sta.guevara@@outluc.com,Sta.guevara,OXIjCKqy5Gd,"+56 2 8189 3374",6159,71656,"Cena de Trabajo",577590,2025-12-02,1813000,7,"Mail Invalido!"
"Mónica Valladares Valencia",25.026.065,,MOInicavalencia@edubus.cal,,guS2Y6C2f,"+56 9 1198 4643",7796,,,577605,2025/06/21,-1056000,,"Campo vacio"
"Marilu Olivares Guerrero",12854478,0,Mariluguerrero@tourket.ceele,marilu9882,iXvTp7WywD,+56-2-4307-6254,4196,65508,"Salida con Familia",577626,2025-01-24,1800000,9,"Mail Invalido!"
,26111086,5,Sta.almaraz@outluc.ceele,sta.4175,,,5349,66876,"Salida con Familia",577639,2025-03-16,,,"Campo vacio"
"Diego Tejeda Cepeda",2864316,0,ditece@viajesanma.com,Diegocepeda,cWoRQg7G,,6258,63794,,,,,6,"Campo vacio"
"Gustavo Figueroa Acevedo",19914954,7,Gustavoacevedo@@edubus.cal,Gustavoacevedo,u3z2w8KaUGQOzOHI,+56-9-3346-7836,3466,65521,"Cena de Trabajo",577662,2025-05-29,1141000,7,"Mail Invalido!"
"Gustavo Figueroa Acevedo",,7,,Gustavoacevedo,u3z2w8KaUGQOzOHI,"+56 9 3346 7836",3466,,,577670,,616000,7,"Campo vacio"
"Diana Madera Camarillo",20090807,4,dimaca@edubus.cal,,dK7rjCmlA8GS,,,,,577680,2025-11-02,1008000,9,"Campo vacio"
"Lorenzo Collazo Rosales",11404646,9,Lorenzorosales@viajesanma.ceele,lorenzo3262,ru4C1g1qGWx,"+56 9 2387 6161",2868,62825,Aniversario,577688,2025-04-05,1192000,8,"Mail Invalido!"
"María del Carmen Rodrígez Muñiz",9.879.292,9,MarOAamuO�iz@edubus.ceele,maría2739,AA5FxBE7pfYI0d6t,"+56 2 7861 7120",1744,66457,"Salida con Familia",577695,2025-05-23,168000,2,"Mail Invalido!"
"María del Carmen Rodrígez Muñiz",9.879.292,9,MarOAamuO�iz@edubus.ceele,maría2739,AA5FxBE7pfYI0d6t,+56-2-7861-7120,1744,66457,"Salida con Familia",577703,2026-05-05,26000,2,"Mail Invalido!"
"Andrea Osorio Gurule",4627064,9,Andreagurule@@edubus.cal,Andreagurule,M2dNhZs7s02OgGy7,"+56 2 5557 8329",4635,66480,Vacaciones,577723,2025-06-05,630000,7,"Mail Invalido!"
,4627064,,Andreagurule@edubus.cal,Andreagurule,,"+56 2 5557 8329",4635,66480,Vacaciones,577729,,882000,,"Campo vacio"
"Armando Puga Lugo",26670498,4,armando8513@viajesanma.ceele,Armandolugo,3LFNewPsJ,"+56 2 2341 8400",5103,66772,Aniversario,577752,2025/02/18,1251000,9,"Mail Invalido!"
"Armando Puga Lugo",,4,armando8513@viajesanma.com,Armandolugo,,,5103,,Aniversario,577756,2025-01-09,2097000,,"Campo vacio"
"Hugo Rendón Jiménez",26.704.204,7,hureji@marmol.ceele,Hugojiménez,B3XAwsUvzk,"+56 9 2028 2835",4892,65604,"Cena de Trabajo",577770,2025-07-28,-1176000,7,"Mail Invalido!"
"Sr. Concepción Arguello Carrero",4.161.157,0,srcoarca@@edubus.cal,Sr.carrero,YN5xE7AbFm,"+56 2 3535 0819",287,70276,"Salida con Amigos",577802,2025-06-14,720000,9,"Mail Invalido!"
"Sta. Lola Brito Meza",,,stlobrme@edubus.ceele,Sta.meza,,"+56 2 3628 7983",4838,,"Cena de Trabajo",577826,2025-03-29,-1182000,,"Campo vacio"
"Ernesto Batista Marrero",21105653,3,erbama@marmol.ceele,erbama,8aW7xm8aMGlm,"+56 2 5132 9280",8337,71295,"Cena de Trabajo",577865,2025-01-02,800000,4,"Mail Invalido!"
"Inés Solano Montoya",761168,4,InOosmontoya@@viajesanma.com,Inésmontoya,wfT7LTVRw3e76xL,"+56 2 4711 2085",8108,71481,"Salida con Amigos",577874,2025-01-13,-100000,1,"Mail Invalido!"
"Fernando Arguello Lozano",11566499,9,Fernandolozano@outluc.ceele,Fernandolozano,WI4QhQBcmQ1mOs,+56-2-1525-7489,4281,65832,"Salida con Amigos",577883,2025-06-24,784000,8,"Mail Invalido!"
"María Luisa Leal Rentería",15.233.957,7,malulere@wass.ceele,maría4493,JebFLaJt2,+56-9-2786-7960,857,62578,"Salida con Familia",577891,2025-08-10,558000,9,"Mail Invalido!"
"María Luisa Leal Rentería",15233957,7,malulere@wass.ceele,maría4493,JebFLaJt2,"+56 9 2786 7960",857,62578,"Salida con Familia",577893,2025-03-14,504000,9,"Mail Invalido!"
"Isabela Alaniz Saucedo",,4,Isabelasaucedo@viajesanma.com,,,"+56 9 6937 0527",8518,70865,"Cena de Trabajo",577923,,,3,"Campo vacio"
"Beatriz Ontiveros Griego",17290096,8,beongr@tourket.ceele,beatriz3022,iDppU0QmvUMe,"+56 2 4067 6475",6093,70949,Vacaciones,577942,2026-03-21,53000,1,"Mail Invalido!"
"Emilio Muñoz Granado",8136229,7,emmugr@viajesanma.ceele,Emiliogranado,SEFY8fE9md6D,"+56 2 9940 8656",7681,67300,Aniversario,577953,2025-01-05,1267000,7,"Mail Invalido!"
"Cecilia Guerrero Esquivel",20476454,9,cegues@tourket.ceele,Ceciliaesquivel,mSouOT1kQaN1QwSF,"+56 9 4896 6983",7062,62363,Aniversario,577968,2025-01-05,108000,1,"Mail Invalido!"
,,,mOIcrze@edubus.cal,mónica684,Gm4mFGiAd,"+56 2 8098 1154",,70907,Aniversario,,2026-08-08,288000,2,"Campo vacio"
"Mónica Crespo Zelaya",10837527,2,,mónica684,,"+56 2 8098 1154",3440,70907,,577979,,200000,,"Campo vacio"
,29731451,3,,nicolás2874,,"+56 9 1729 3173",5388,71740,"Salida con Familia",,2025-03-17,,6,"Campo vacio"
"Raúl Escalante Márquez",,,,raúl4478,,"+56 2 4929 5074",1488,70051,"Salida con Amigos",578005,2026-03-28,,2,"Campo vacio"
"Raúl Escalante Márquez",,,raesmOe@viajesanma.com,raúl4478,,,1488,70051,"Salida con Amigos",578007,2025-06-30,240000,,"Campo vacio"
"Luz Palacios Cordero",2074176,7,Luzcordero@outluc.ceele,luz109,Z6mRcjnaU8zf17l6,"+56 2 1134 4658",6594,67213,"Salida con Familia",578012,2025-01-27,1296000,8,"Mail Invalido!"
"Luz Palacios Cordero",2074176,7,Luzcordero@outluc.ceele,luz109,Z6mRcjnaU8zf17l6,+56-2-1134-4658,6594,67213,"Salida con Familia",578017,2025/02/06,472000,8,"Mail Invalido!"
"Ernesto Batista Marrero",21.105.653,3,erbama@@marmol.com,erbama,8aW7xm8aMGlm,+56-2-5132-9280,8337,63092,Vacaciones,578034,2025-03-23,338000,2,"Mail Invalido!"
"Olivia Zamora Ocasio",3044151,,olivia7833@tourket.com,olivia9704,IOFCkImrYBu6B,,3304,,,578038,2025-02-14,-378000,,"Campo vacio"
"María del Carmen Padrón Farías",19227347,1,MarOAafarOAas@outluc.ceele,maría5543,Mfx9K4YR5e1YZSx,,,63537,,578054,,592000,,"Campo vacio"
"Irene Arroyo Castañeda",19.469.806,,IrenecastaO�eda@wass.com,,bbRAuu8Z6,,,63478,Aniversario,,2026-05-30,414000,3,"Campo vacio"
"Gustavo Terán Ponce",4870065,9,Gustavoponce@edubus.ceele,gutepo,5XGKcEtU0tuTm6,"+56 9 0517 8350",7260,71193,"Salida con Familia",578072,2025-08-17,176000,8,"Mail Invalido!"
"Guillermina Sanabria Olivárez",28867175,3,GuillerminaolivOerez@@marmol.com,guillermina3669,EiTJss8jv7Uq,"+56 9 2646 1980",5803,68742,"Salida con Amigos",578080,2025/05/20,-79000,1,"Mail Invalido!"
,2.283.441,,Sta.feliciano@@edubus.cal,Sta.feliciano,4rF4YlXQLWYHM,"+56 9 0252 0822",5750,63633,,,,236000,2,"Campo vacio"
"Horacio Mena Pelayo",20.319.615,6,homepe@viajesanma.ceele,Horaciopelayo,h2Mn9Fyqhz,"+56 2 6089 2994",8655,68938,"Salida con Familia",578097,2025-01-15,364000,2,"Mail Invalido!"
,29174681,0,AdOenanaya@outluc.com,adroan,Fl3fAvkzjH9,,9907,,,578105,2025-11-10,83000,,"Campo vacio"
"Rosario Espinosa Valles",22691103,0,roesva@edubus.ceele,Rosariovalles,xPoVjUFz0kc,"+56 9 2621 9141",2523,70884,"Cena de Trabajo",578116,2025-08-06,-368000,2,"Mail Invalido!"
"Sancho Jaime Zúñiga",27378218,4,sajazOU@marmol.ceele,sajazú,finJ3ab1M3mTv,"+56 9 6939 0523",6155,61826,"Salida con Familia",578128,2025-01-20,288000,3,"Mail Invalido!"
"Dolores Camacho Portillo",29095651,0,dolores6620@@edubus.cal,docapo,uOP9a98Ia,"+56 9 8491 9128",5751,68358,Vacaciones,578131,2025/06/19,1104000,8,"Mail Invalido!"
,,0,,Sta.padrón,,"+56 2 1519 5600",2830,,Vacaciones,578197,2025-03-01,1624000,7,"Campo vacio"
"Marilu Quiroz Salazar",29493732,3,marilu8475@@marmol.com,Marilusalazar,l9qrkUTHlaHsAx,+56-9-3431-2218,8231,68192,"Salida con Familia",578216,2025/07/06,2556000,9,"Mail Invalido!"
"Carolina Longoria Palomino",3.918.675,6,Carolinapalomino@tourket.ceele,Carolinapalomino,2y6lpXIflmDZVJi,"+56 9 7701 6869",1225,69981,Aniversario,578224,2025-02-06,518000,7,"Mail Invalido!"
"Virginia Romero Trujillo",3151480,0,virotr@viajesanma.ceele,virotr,84UfJNxvVTA,"+56 9 4842 0016",512,70299,Aniversario,578255,2025-02-22,820000,4,"Mail Invalido!"
"Virginia Romero Trujillo",3151480,0,virotr@@viajesanma.com,virotr,84UfJNxvVTA,"+56 9 4842 0016",512,70299,Aniversario,578257,2025/08/17,1168000,4,"Mail Invalido!"
"Sta. Federico Loera Pacheco",8686155,0,Sta.pacheco@viajesanma.ceele,stfelopa,5Pu42GbqZuqOR2vZ,"+56 2 7812 5852",3052,63321,Aniversario,578271,2025-01-25,810000,9,"Mail Invalido!"
"Sta. Federico Loera Pacheco",8686155,0,Sta.pacheco@@viajesanma.com,stfelopa,5Pu42GbqZuqOR2vZ,"+56 2 7812 5852",3052,63321,Aniversario,578272,2025-01-08,-1323000,9,"Mail Invalido!"
"Santiago Casares Escamilla",29463840,7,santiago1928@wass.ceele,sacaes,8C7eYa8ABRiK,"+56 9 8093 4978",1729,65397,Vacaciones,578301,2025-04-22,1120000,10,"Mail Invalido!"
"Rosario Arteaga Muro",,0,Rosariomuro@@edubus.cal,,yk8JhfowzL6fo,"+56 9 8629 5224",,,"Salida con Familia",578317,,1064000,7,"Campo vacio"
"Rosario Arteaga Muro",25901641,0,Rosariomuro@edubus.ceele,roarmu,yk8JhfowzL6fo,"+56 9 8629 5224",5682,67460,"Salida con Familia",578319,2025-03-25,994000,7,"Mail Invalido!"
"Rosario Arteaga Muro",25901641,0,Rosariomuro@edubus.ceele,roarmu,yk8JhfowzL6fo,"+56 9 8629 5224",5682,67460,"Salida con Familia",578320,2025-03-28,231000,7,"Mail Invalido!"
"Julia Márquez Fuentes",8.614.817,0,julia4990@outluc.ceele,julia6135,gfl1yv7R,+56-2-9578-9197,9159,62054,"Cena de Trabajo",578346,2025-08-23,1160000,4,"Mail Invalido!"
"Julia Márquez Fuentes",8.614.817,0,julia4990@@outluc.com,julia6135,gfl1yv7R,"+56 2 9578 9197",9159,62054,"Cena de Trabajo",578350,2025-12-15,-1108000,4,"Mail Invalido!"
"Florencia Vásquez Soria",5419220,7,flvOeso@@marmol.com,flváso,9S2DDxo6ppRe,"+56 2 4831 3924",535,69289,Aniversario,578376,2025-09-14,2390000,10,"Mail Invalido!"
"Diego Escamilla Espinal",3.442.857,3,dieses@viajesanma.ceele,Diegoespinal,aI2AiLgMje2,"+56 2 6151 6808",7116,65463,Aniversario,578379,2025/02/07,1980000,10,"Mail Invalido!"
"Diego Escamilla Espinal",3442857,3,dieses@viajesanma.ceele,Diegoespinal,aI2AiLgMje2,+56-2-6151-6808,7116,65463,Aniversario,578386,2025-04-05,1410000,10,"Mail Invalido!"
"José Luis Cantú Barragán",23585692,1,josOo8812@wass.ceele,Josébarragán,JEzeUTBD5B0dJ,+56-2-0247-8486,1558,63082,"Salida con Amigos",578396,2026/03/09,830000,10,"Mail Invalido!"
"Mariano Garica Tello",6321017,0,Marianotello@@edubus.cal,magate,w6Yg4MhR,+56-9-9798-5606,3034,65323,Aniversario,578411,2025-01-02,3230000,10,"Mail Invalido!"
"Adán Gonzales Cadena",4885336,6,,adgoca,,"+56 9 1172 0187",4032,,,,2025-03-17,-1125000,9,"Campo vacio"
,,3,mabari@edubus.cal,,4HkzHdZ5BpqDQbYy,"+56 2 1287 9780",,68272,"Cena de Trabajo",,2025/09/11,1099000,7,"Campo vacio"
"Andrés Quintanilla Romero",16.533.700,,anquro@wass.com,Andrésromero,,,4747,,Vacaciones,578472,2025-03-26,594000,,"Campo vacio"
"Leonor Orta Corrales",18.973.564,,,Leonorcorrales,QJhvdK8D5TJzGAt0,,6770,63752,"Cena de Trabajo",,,-1264000,8,"Campo vacio"
"Leonor Orta Corrales",18.973.564,2,Leonorcorrales@edubus.cal,Leonorcorrales,,,,,,578494,2026-01-30,-824000,8,"Campo vacio"
"Nicolás Tórrez Padilla",29805254,7,NicolOespadilla@wass.ceele,nicolás8125,loie04a2mKSOKOy,,8664,,,,2026-09-05,560000,,"Campo vacio"
"Lilia Figueroa Villanueva",11005195,6,Liliavillanueva@wass.com,,sp7GqNY7LO4Q,"+56 9 9854 3312",,70171,,,,-1015000,5,"Campo vacio"
"Lilia Figueroa Villanueva",,6,,lilia3451,sp7GqNY7LO4Q,"+56 9 9854 3312",,70171,,578577,2025-04-08,1220000,,"Campo vacio"
"Sancho Zapata Tamez",9463828,3,sazata@@outluc.com,Sanchotamez,T5WoPKx0sQ2M,"+56 2 4869 9551",6945,61598,"Salida con Familia",578594,2025/10/08,231000,3,"Mail Invalido!"
"Sta. Carlos Domínquez Olivas",24782477,4,stcadool@viajesanma.ceele,stcadool,d1ijSclKSpg2iQ,+56-9-5446-4174,4272,68782,"Cena de Trabajo",578595,2025-07-02,1176000,8,"Mail Invalido!"
,,6,Pabloabreu@tourket.ceele,Pabloabreu,1r9umRunXdG,"+56 2 9922 8314",,61298,Vacaciones,578614,2025/01/08,,,"Campo vacio"
"Pablo Baca Abreu",5423647,6,Pabloabreu@tourket.ceele,Pabloabreu,1r9umRunXdG,"+56 2 9922 8314",7612,61298,Vacaciones,578615,2025-02-06,1647000,9,"Mail Invalido!"
"Salvador Gálvez Alaniz",22600988,,,salvador9926,foBkoGvFgUM210d,,5396,62322,,578623,2025-12-17,,6,"Campo vacio"
,,,Salvadoralaniz@marmol.com,salvador9926,,"+56 9 4989 5262",,62322,"Salida con Amigos",578628,2025/02/06,774000,6,"Campo vacio"
"Lorena Montenegro López",22737801,8,LorenalOIpez@marmol.ceele,lorena3404,myxcINSDybS3XmEZ,"+56 2 1990 7400",8199,67775,"Cena de Trabajo",578666,2025-05-26,-112000,4,"Mail Invalido!"
,21808644,6,,Luisaocasio,,"+56 2 2892 8764",7566,71847,"Cena de Trabajo",578675,2025-03-13,,,"Campo vacio"
"Roberto Ledesma Verduzco",10.826.608,2,roleve@@outluc.com,roberto8907,mO4i6iQbgyz7X,"+56 9 7045 9772",5717,65822,"Salida con Amigos",578687,2026-01-14,-162000,3,"Mail Invalido!"
"Lilia Figueroa Villanueva",11.005.195,6,Liliavillanueva@wass.ceele,lilia3451,sp7GqNY7LO4Q,+56-9-9854-3312,120,61938,"Salida con Familia",578692,2025-09-25,-560000,8,"Mail Invalido!"
,,5,Sra.loera@viajesanma.com,sra.2062,NH5bTAogXfryG,"+56 9 7311 4302",2347,,,578715,2025-05-26,1288000,,"Campo vacio"
"Alberto Piña Lomeli",541016,9,alpilo@edubus.ceele,Albertolomeli,WdPY7BedIhk,"+56 9 0044 3889",251,69083,"Cena de Trabajo",578731,2025/12/02,938000,7,"Mail Invalido!"
"Emilio Garica Alcaraz",1097539,5,Emilioalcaraz@@edubus.cal,Emilioalcaraz,KzIoSMn9Y,"+56 9 9063 4940",3169,66134,Aniversario,578738,2025/02/06,556000,4,"Mail Invalido!"
"Luis Bonilla Quiñónez",624613,3,LuisquiO�OInez@@viajesanma.com,luboqu,2wZ2Z3ZVPwF,"+56 9 0126 6297",9276,70597,"Salida con Amigos",578744,2025-11-22,-180000,9,"Mail Invalido!"
"José Eduardo Guajardo Llamas",1980425,9,joedgull@@edubus.cal,josé5253,GLH9qFDuN5B7,+56-2-1097-8177,3926,70839,"Cena de Trabajo",578778,2025-02-05,-708000,4,"Mail Invalido!"
"Marilu Burgos Pelayo",29038550,4,mabupe@@outluc.com,Marilupelayo,ps5EorVl96,+56-2-8698-3461,1921,65037,"Cena de Trabajo",578806,2025-01-22,450000,3,"Mail Invalido!"
"Magdalena Nava Partida",12587996,9,magdalena5575@tourket.ceele,Magdalenapartida,YG9ofhgFR4,"+56 9 9836 3470",3875,68333,"Cena de Trabajo",578835,2025-01-05,684000,9,"Mail Invalido!"
"Marta Flórez Valenzuela",27024938,8,marta3216@@tourket.com,marta1649,w7Il7JnlO,+56-9-3411-5455,735,65178,"Salida con Amigos",578836,2026-02-05,334000,2,"Mail Invalido!"
"Gregorio Urrutia Iglesias",5355116,5,grurig@viajesanma.ceele,Gregorioiglesias,30LYsriYWkY,"+56 2 2391 2735",7151,66610,"Salida con Amigos",578855,2025/02/25,990000,9,"Mail Invalido!"
